unit,inner_phone,category,name,outer_phone,fax
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036407329,יחידות אקדמיות,מזכירות סטודנטים תואר שלישי,,
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036405084,יחידות אקדמיות,מזכירות בחינות,,036405798
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036406420,יחידות אקדמיות,מערכת שעות,,
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036405133,יחידות אקדמיות,שירותי הדפסה,,036405798
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036406194,יחידות אקדמיות,"ביה""ס להנדסת חשמל",,
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408765,יחידות אקדמיות,המחלקה להנדסת חשמל - אלקטרוניקה פיזיקלית,,6423508
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408764,יחידות אקדמיות,המחלקה להנדסת חשמל - מערכות,,036407095
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408930,יחידות אקדמיות,"ביה""ס להנדסה מכנית",,036407334
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",,יחידות אקדמיות,"ביה""ס להנדסה מכנית ",,036407617
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408658,יחידות אקדמיות,מכון אלה קודש למחקרים הנדסיים ופיסיקליים של הלב,,036405830
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408123,יחידות אקדמיות,המחלקה להנדסה ביו - רפואית,,036407939
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408389,יחידות אקדמיות,המחלקה להנדסת תעשיה,,036407669
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036409447,יחידות אקדמיות,שילובים –מועדון הבוגרים,,036406751
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409800,יחידות אקדמיות,לשכת דקאן,,036405146
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409800,יחידות אקדמיות,ראש מנהל הפקולטה,,036405146
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409802,יחידות אקדמיות,מזכירות סטודנטים,,036405976
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409830,יחידות אקדמיות,תקציבן מזכירות הפקולטה,,036405146
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409056,יחידות אקדמיות,גן מאיר סיגל למחקר זואולוגי,,036407202
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409399,יחידות אקדמיות,מוזיאון זואולוגי,,
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409910,יחידות אקדמיות,הגנים הבוטניים,,036409159
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409841,יחידות אקדמיות,המחלקה למדעי הצמח,,036409380
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409749,יחידות אקדמיות,המחלקה לביוכימיה,6414246,036406834
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409012,יחידות אקדמיות,המחלקה לזואולוגיה,,036409403
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409016,יחידות אקדמיות,המחלקה לחקר התא ואימונולוגיה,,6422046
"הפקולטה למדעי החיים ע""ש גורג ס וויז",,יחידות אקדמיות,מחלקה למיקרוביולוגיה מולקולרית,,
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409080,יחידות אקדמיות,ולביוטכנלוגיה,,036409407
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036406372,יחידות אקדמיות,המחלקה לנוירוביולוגיה,,036407643
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409028,יחידות אקדמיות,המכון לחקר הדגנים,,036407857
"הפקולטה למדעי החיים ע""ש גורג ס וויז",,יחידות אקדמיות,,,
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036406008,יחידות אקדמיות,"מנהל היחידה לצב""מ (ציוד בין מחלקתי)",,036406705
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036406370,יחידות אקדמיות,"צב""מ - יחידת שרותי הרצף",,036406705
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036406840,יחידות אקדמיות,יחידת הביואינפורמטיקה,,036405098
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409386,יחידות אקדמיות,יחידה לצילום,,036409403
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409115,יחידות אקדמיות,מעבדה להיברידומות,,
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036407841,יחידות אקדמיות,מתאם מערכות מידע,,
"הפקולטה למדעי החיים ע""ש גורג ס וויז",,יחידות אקדמיות,,,
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036406944,יחידות אקדמיות,היחידה למולטימדיה,,
"הפקולטה למדעי החיים ע""ש גורג ס וויז",,יחידות אקדמיות,המרכז לחקר הביולוגיה של הסרטן,,6422046
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408268,יחידות אקדמיות,לשכת הדקאן,,036405728
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408537,יחידות אקדמיות,ראש מנהל הפקולטה,,036405728
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408182,יחידות אקדמיות,עוזר ראש מנהל הפקולטה לנושאי מנהל,,036409264
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036405245,יחידות אקדמיות,"מזכירות סטודנטים מתמטיקה , סטטיסטיקה וחקב""צ תואר ראשון",,036409264
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408761,יחידות אקדמיות,מזכירות סטודנטים כימיה ומדע כללי,,036409264
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036406406,יחידות אקדמיות,מזכירות סטודנטים גיאופיזיקה ומדעים פלנטריים  ,,
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036405306,יחידות אקדמיות, מזכירות סטודנטים מדעי המחשב תואר ראשון,,036409264
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036409177,יחידות אקדמיות,"מזכירות סטוד' במדעי המחשב , במטמטיקה ,בסטט' וחקב""צ תואר שני",,
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408619,יחידות אקדמיות,מזכירות סטודנטים פיזיקה,,036409264
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408338,יחידות אקדמיות,מזכירות בחינות,,036406274
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408044,יחידות אקדמיות,"ביה""ס למדעי המתמטיקה",,036409357
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408043,יחידות אקדמיות,החוג למתמטיקה עיונית ולמתמטיקה שימושית,,036409357
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408046,יחידות אקדמיות,החוג לסטטיסטיקה וחקר ביצועים,,036409357
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036409370,יחידות אקדמיות,"מזכירות שיבוץ והוראה- ביה""ס למדעי המתמטיקה",,036407889
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036409253,יחידות אקדמיות,"מזכירות תלמידי מחקר- ביה""ס למדעי המתמטיקה",,036407890
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036409274,יחידות אקדמיות,"ביה""ס לפיסיקה ואסטרונומיה",,6429306
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036407414,יחידות אקדמיות,החוג לאסטרופיזיקה ולאסטרונומיה,,
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036407239,יחידות אקדמיות,החוג לפיזיקה  של חומר מעובה,,6422979
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408192,יחידות אקדמיות,החוג לפיזיקה גרעינית,,036406369
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408587,יחידות אקדמיות,החוג לפיזיקה של אנרגיות גבוהות וחלקיקים,,036407932
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408301,יחידות אקדמיות,מרכז אברמסון לפיזיקה רפואית,,
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",7239/8636,יחידות אקדמיות,"מכון לפיזיקה של מצב מוצק ע""ש ריימונד  בבלי  סאקלר",,6422979
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408580,יחידות אקדמיות,"מכון לאסטרונומיה ע""ש ריימונד ובברלי סאקלר",,
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036409579,יחידות אקדמיות,"המכון ללימודים מתקדמים ע""ש מורטימר וריימונד סאקלר",,6424264
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408729,יחידות אקדמיות,"מצפה הכוכבים ע""ש וייז ",-658813308,-658830308
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036409279,יחידות אקדמיות,"מצפה הכוכבים ע""ש פלורנס וג'ורג'ס  וייז",,036408179
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408040,יחידות אקדמיות,"ביה""ס למדעי המחשב -   משרד ראש ביה""ס ומזכירות ",,036409373
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036406353,יחידות אקדמיות,רכזת מנהלית,,036409373
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036407148,יחידות אקדמיות,מזכירות ועדת מינויים יחידתית,,036405982
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036407148,יחידות אקדמיות,מזכירות דוקטורנטים,,036405982
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408041,יחידות אקדמיות,רכזת הוראה,,036408388
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036409616,יחידות אקדמיות,רכזת משק,,6417154
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408751,יחידות אקדמיות,"ביה""ס לכימיה",,036409293
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408761,יחידות אקדמיות,מזכירות תואר ראשון ושני (כימיה),,
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036407744,יחידות אקדמיות,מזכירות תלמידי מחקר ומלגות (כימיה),,
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036407605,יחידות אקדמיות,"מזכירות כ""א ומינויים (כימיה)",,
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036409290,יחידות אקדמיות,מזכירות משק ותקציבים (כימיה),,
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408328,יחידות אקדמיות,בית מלאכה לאלקטרוניקה (כימיה),,
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408719,יחידות אקדמיות,בית מלאכה מכני (כימיה),,
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408252,יחידות אקדמיות,בית מלאכה לניפוח זכוכית(כימיה),,
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408633,יחידות אקדמיות,החוג לגיאופיזיקה ומדעים פלנטריים,,036409282
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036409972,יחידות אקדמיות,מרכז מינרבה לחקר ים המלח,,036409282
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408205,יחידות אקדמיות,"מרכז מינרבה למוליכות על בטמפרטורות גבוהות ע""ש היינריך  הרץ",,6422979
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036409402,יחידות אקדמיות,מרכז גורדון ללימודי אנרגיה גורדון,,6422649
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036407816,יחידות אקדמיות,מרכז וולפסון למחקר שימושי בחומרים,,6422649
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036405618,יחידות אקדמיות,פרוייקט ננו-מדע וננו- טכנולוגיה,,036405612
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",,יחידות אקדמיות,מזכירות  כללית לנסיון ,,
"ביה""ס לרפואת שיניים ע""ש מוריס וגבריאלה גולדשלגר",036409112,יחידות אקדמיות,"ראש ביה""ס לרפואת שיניים",,036409250
"ביה""ס לרפואת שיניים ע""ש מוריס וגבריאלה גולדשלגר",036409112,יחידות אקדמיות,"ראש מנהל ומזכירות ביה""ס",,036409250
"ביה""ס לרפואת שיניים ע""ש מוריס וגבריאלה גולדשלגר",036409675,יחידות אקדמיות,מזכירות סטודנטים,,036409250
"ביה""ס לרפואת שיניים ע""ש מוריס וגבריאלה גולדשלגר",036409429,יחידות אקדמיות,מזכירות כח אדם,,036409250
"ביה""ס לרפואת שיניים ע""ש מוריס וגבריאלה גולדשלגר",036409551,יחידות אקדמיות,מרפאת שיניים- משרד קבלה,,036409250
"ביה""ס לרפואת שיניים ע""ש מוריס וגבריאלה גולדשלגר",036409857,יחידות אקדמיות,"מרפאת שיניים - אבחנה , עזרה ראשונה",,036409250
"ביה""ס לרפואת שיניים ע""ש מוריס וגבריאלה גולדשלגר",036409304,יחידות אקדמיות,רנטגן,,
"ביה""ס לרפואת שיניים ע""ש מוריס וגבריאלה גולדשלגר",036409254,יחידות אקדמיות,מרפאת שיניים - ילדים,,036409250
"ביה""ס לרפואת שיניים ע""ש מוריס וגבריאלה גולדשלגר",036407310,יחידות אקדמיות,יישור שיניים - אורתודונטיה,,036409250
"ביה""ס לרפואת שיניים ע""ש מוריס וגבריאלה גולדשלגר",036409186,יחידות אקדמיות,שיקום פרותטי,,036409250
"ביה""ס לרפואת שיניים ע""ש מוריס וגבריאלה גולדשלגר",036409254,יחידות אקדמיות,אנדודונטיה,,036409250
"ביה""ס לרפואת שיניים ע""ש מוריס וגבריאלה גולדשלגר",036409436,יחידות אקדמיות,פריודונטיה,,036409250
"ביה""ס לרפואת שיניים ע""ש מוריס וגבריאלה גולדשלגר",036409252,יחידות אקדמיות,אקולוזיה ומדעי ההתנהגות,,036409250
"ביה""ס לרפואת שיניים ע""ש מוריס וגבריאלה גולדשלגר",036409015,יחידות אקדמיות,מרפאות סטודנטים,,036409250
"ביה""ס לרפואת שיניים ע""ש מוריס וגבריאלה גולדשלגר",036407908,יחידות אקדמיות,קורס שינניות,,036409250
"ביה""ס למקצועות הבריאות ע""ש סטנלי  שטייר",036409659,יחידות אקדמיות,מזכירות תלמידים תואר ראשון,,
"ביה""ס למקצועות הבריאות ע""ש סטנלי  שטייר",036409333,יחידות אקדמיות,"מזכירות ביה""ס למקצועות הבריאות",,036406512
"ביה""ס למקצועות הבריאות ע""ש סטנלי  שטייר",036409660,יחידות אקדמיות,החוג לסיעוד,,036409496
"ביה""ס למקצועות הבריאות ע""ש סטנלי  שטייר",036409497,יחידות אקדמיות,מזכירות תלמידים תואר שני,,
"ביה""ס למקצועות הבריאות ע""ש סטנלי  שטייר",036409337,יחידות אקדמיות,מזכירות תלמידים התכנית הכללית,,
"ביה""ס למקצועות הבריאות ע""ש סטנלי  שטייר",036409019,יחידות אקדמיות,החוג לפיזיותרפיה,,036409223
"ביה""ס למקצועות הבריאות ע""ש סטנלי  שטייר",036409104,יחידות אקדמיות,החוג לריפוי בעיסוק,,036409933
"ביה""ס למקצועות הבריאות ע""ש סטנלי  שטייר",036409217,יחידות אקדמיות,החוג להפרעות בתקשורת,5349817,5352868
"הפקולטה לרפואה ע""ש סאקלר",036409657,יחידות אקדמיות,לשכת הדקאן,6410456,036409103
"הפקולטה לרפואה ע""ש סאקלר",036409858,יחידות אקדמיות,סגן דקאן לחינוך רפואי,,036406916
"הפקולטה לרפואה ע""ש סאקלר",036407030,יחידות אקדמיות,סגן דקאן לעניינים קדם קליניים,,036409360
"הפקולטה לרפואה ע""ש סאקלר",036409658,יחידות אקדמיות,סגן דקאן לעניינים קליניים,,036409103
"הפקולטה לרפואה ע""ש סאקלר",036409658,יחידות אקדמיות,"סגן דקאן לתכנון , מחקר ופיתוח",,036409103
"הפקולטה לרפואה ע""ש סאקלר",036409027,יחידות אקדמיות,סגן דקאן למינויים,,036409234
"הפקולטה לרפואה ע""ש סאקלר",036409661,יחידות אקדמיות,"סגן דקאן , ראש ביה""ס לרפואה",,036407824
"הפקולטה לרפואה ע""ש סאקלר",036409795,יחידות אקדמיות,"סגן דקאן , ראש ביה""ס ללימודי המשך ברפואה",,036409043
"הפקולטה לרפואה ע""ש סאקלר",036406893,יחידות אקדמיות,ראש המדרשה לתארים מתקדמים,,036408581
"הפקולטה לרפואה ע""ש סאקלר",036409071,יחידות אקדמיות,ראש תכנית הלימודים ניו יורק/אמריקה,6426091,036407191
"הפקולטה לרפואה ע""ש סאקלר",036409658,יחידות אקדמיות,משנה מנהלי לדקאן,,036409103
"הפקולטה לרפואה ע""ש סאקלר",036406053,יחידות אקדמיות,עוזרת המשנה המנהלי לדקאן לענייני תלמידים והוראה,,036407824
"הפקולטה לרפואה ע""ש סאקלר",036409661,יחידות אקדמיות,מזכירות סטודנטים לרפואה - לימודים קדם קליניים,,036407824
"הפקולטה לרפואה ע""ש סאקלר",036407726,יחידות אקדמיות,מזכירות סטודנטים לרפואה - לימודים קליניים,,036407824
"הפקולטה לרפואה ע""ש סאקלר",036409960,יחידות אקדמיות,מזכירות  עבודות גמר – לימודים קליניים,,
"הפקולטה לרפואה ע""ש סאקלר",036409097,יחידות אקדמיות,מזכירות התכנית המשולבת במדעי החיים והרפואה,,036407824
"הפקולטה לרפואה ע""ש סאקלר",036409244,יחידות אקדמיות,"מזכירות המדרשה לתארים מתקדמים ע""ש ד""ר מרים ושלדון ג' אדלסון",,036407825
"הפקולטה לרפואה ע""ש סאקלר",036409055,יחידות אקדמיות,עוזרת המשנה המנהלי לדקאן לענייני כח אדם ומורים,,036407351
"הפקולטה לרפואה ע""ש סאקלר",036409796,יחידות אקדמיות,מזכירות מורים,,036407673
"הפקולטה לרפואה ע""ש סאקלר",036409027,יחידות אקדמיות,מזכירות ועדת מינויים למקצועות הקליניים,,036409234
"הפקולטה לרפואה ע""ש סאקלר",036407603,יחידות אקדמיות,מזכירות כח-אדם ,,036407351
"הפקולטה לרפואה ע""ש סאקלר",036409884,יחידות אקדמיות,עוזר המשנה המנהלי לדקאן לענייני לוגיסטיקה,,036405289
"הפקולטה לרפואה ע""ש סאקלר",036409300,יחידות אקדמיות,יחידת התקציבים ,,036409232
"הפקולטה לרפואה ע""ש סאקלר",036409860,יחידות אקדמיות,החוג לביולוגיה תאית והתפתחותית,,036407432
"הפקולטה לרפואה ע""ש סאקלר",036409069,יחידות אקדמיות,החוג למיקרוביולוגיה הומנית,,036409160
"הפקולטה לרפואה ע""ש סאקלר",036409975,יחידות אקדמיות,החוג לפיזיולוגיה ופרמקולוגיה,,036409113
"הפקולטה לרפואה ע""ש סאקלר",036409861,יחידות אקדמיות,החוג לפתולוגיה,,036409141
"הפקולטה לרפואה ע""ש סאקלר",036409865,יחידות אקדמיות,החוג לגנטיקה מולקולרית של האדם ולביוכימיה,,036405168
"הפקולטה לרפואה ע""ש סאקלר",036409866,יחידות אקדמיות,החוג לאנטומיה ואנתרופולוגיה,,036408287
"הפקולטה לרפואה ע""ש סאקלר",036408572,יחידות אקדמיות,החוג לאפידמיולוגיה ורפואה מונעת,,036409868
"הפקולטה לרפואה ע""ש סאקלר",036409858,יחידות אקדמיות,החוג לחינוך רפואי,,036406916
"הפקולטה לרפואה ע""ש סאקלר",036406996,יחידות אקדמיות,החוג לרפואה פנימית,,036408679
"הפקולטה לרפואה ע""ש סאקלר",036405963,יחידות אקדמיות,החוג לפדיאטריה,,036405964
"הפקולטה לרפואה ע""ש סאקלר",036405417,יחידות אקדמיות,החוג לגיניקולוגיה ומילדות,,036405354
"הפקולטה לרפואה ע""ש סאקלר",036405126,יחידות אקדמיות,החוג לכירורגיה,,036405354
"הפקולטה לרפואה ע""ש סאקלר",036405417,יחידות אקדמיות,החוג לפסיכאטריה,,036405354
"הפקולטה לרפואה ע""ש סאקלר",036409856,יחידות אקדמיות,החוג לנוירולוגיה,,036408679
"הפקולטה לרפואה ע""ש סאקלר",036405126,יחידות אקדמיות,החוג לאוטורינולארינגולוגיה וכירורגית ראש וצוואר (א.א.ג,,036405354
"הפקולטה לרפואה ע""ש סאקלר",036405417,יחידות אקדמיות,החוג לאונקולוגיה ,9779432-08,9779434-08
"הפקולטה לרפואה ע""ש סאקלר",036405126,יחידות אקדמיות,החוג לאורתופדיה וטואומטולוגיה,,036405354
"הפקולטה לרפואה ע""ש סאקלר",036409856,יחידות אקדמיות,החוג לדימות,,036408679
"הפקולטה לרפואה ע""ש סאקלר",036409856,יחידות אקדמיות,החוג לדרמטולוגיה,,036408679
"הפקולטה לרפואה ע""ש סאקלר",036405417,יחידות אקדמיות,החוג להמטולוגיה,,036405354
"הפקולטה לרפואה ע""ש סאקלר",036405126,יחידות אקדמיות,החוג להרדמה וטיפול נמרץ,,036405354
"הפקולטה לרפואה ע""ש סאקלר",036406996,יחידות אקדמיות,החוג לקרדיולוגיה,,036408679
"הפקולטה לרפואה ע""ש סאקלר",036406996,יחידות אקדמיות,החוג לרפואה פנימית,,036408679
"הפקולטה לרפואה ע""ש סאקלר",036405417,יחידות אקדמיות,החוג לרפואה שיקומית,,036405354
"הפקולטה לרפואה ע""ש סאקלר",036407779,יחידות אקדמיות,"החוג לרפואת המשפחה ,שיבא",5342816,5346066
"הפקולטה לרפואה ע""ש סאקלר",036405126,יחידות אקדמיות,החוג לרפואת עיניים,,036405354
"הפקולטה לרפואה ע""ש סאקלר",036409088,יחידות אקדמיות,מרכזת תכנית ניו יורק/אמריקה,6426091,036407197
"הפקולטה לרפואה ע""ש סאקלר",036409795,יחידות אקדמיות,מזכירות בית הספר ללימודי המשך ברפואה,,036409043
"הפקולטה לרפואה ע""ש סאקלר",036409112,יחידות אקדמיות,"מזכירות בית הספר לרפואת שיניים ע""ש מוריס וגבריאלה גולדשלאגר",,036409250
"הפקולטה לרפואה ע""ש סאקלר",036405457,יחידות אקדמיות,מזכירות בית הספר למקצועות הבריאות,,036406512
"הפקולטה לרפואה ע""ש סאקלר",036405717,יחידות אקדמיות,מזכירות בית הספר לבריאות הציבור,,036407465
"הפקולטה לרפואה ע""ש סאקלר",036409855,יחידות אקדמיות,היחידה לקידום ובקרת הוראה,,036408786
"הפקולטה לרפואה ע""ש סאקלר",036409902,יחידות אקדמיות,התכנית לפסיכותרפיה,,036406387
"הפקולטה לרפואה ע""ש סאקלר",036409919,יחידות אקדמיות,"מגדל למחקר רפואי ע""ש דוד גלסברג - בית חיות",,036407567
"הפקולטה לרפואה ע""ש סאקלר",036409334,יחידות אקדמיות,היחידה לציוד בין מחלקתי,,036406050
"הפקולטה לרפואה ע""ש סאקלר",036409065,יחידות אקדמיות,יחידת המשק ,,036409240
"הפקולטה לרפואה ע""ש סאקלר",036407431,יחידות אקדמיות,עורכת פרסומים ושיבוץ חדרים,,036407824
"הפקולטה לרפואה ע""ש סאקלר",036406416,יחידות אקדמיות,מערכות מידע רפואה,,036406941
"הפקולטה לרפואה ע""ש סאקלר",036409336,יחידות אקדמיות,מתאמת מערכות מידע - קליניים,,036406041
"הפקולטה לרפואה ע""ש סאקלר",036406027,יחידות אקדמיות,כתות מחשבים,,
"הפקולטה לרפואה ע""ש סאקלר",036409854,יחידות אקדמיות,מעבדת צילום,,036407191
"הפקולטה לרפואה ע""ש סאקלר",036407321,יחידות אקדמיות,"אגודת הסטודנטים לרפואה ותכנית האלקטיב לסטודנטים מחו""ל",6423428,036407321
"ביה""ס  ללימודי  הסביבה  ע""ש פורטר",036409809,יחידות אקדמיות,"מרכז-על לאקולוגיה ולחקר הסביבה ע""ש פורטר",,036407682
"ביה""ס  ללימודי  הסביבה  ע""ש פורטר",036405720,יחידות אקדמיות,"ביה""ס  ללימודי  הסביבה  ע""ש פורטר",,036405723
תכניות מיוחדות,036408911,יחידות אקדמיות,מזכירות החטיבה לתוכניות מיוחדות,,
תכניות מיוחדות,036408639,יחידות אקדמיות,"ביה""ס לסטודנטים מחוץ לארץ",6429585,036409582
תכניות מיוחדות,036408947,יחידות אקדמיות,היחידה ללימודי עברית,,
תכניות מיוחדות,036408947,יחידות אקדמיות,המכינה האוניברסיטאית,,036407426
תכניות מיוחדות,036409588,יחידות אקדמיות,מנהל המכינה,,036409783
תכניות מיוחדות,036409380,יחידות אקדמיות,המכינה לישראלים,,036409783
תכניות מיוחדות,036408052,יחידות אקדמיות,המכינה לעולים,,036409783
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409733,יחידות אקדמיות,לשכת הדקאן,6417298,036409518
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409735,יחידות אקדמיות,ראש מנהל הפקולטה,6418178,036409518
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409607,יחידות אקדמיות,ע. ראש מנהל הפקולטה לנושאי מנהל,,036409518
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409730,יחידות אקדמיות,ע. ראש מנהל הפקולטה לנושאי תלמידים,,036409518
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409539,יחידות אקדמיות,"ביה""ס לכלכלה ע""ש איתן ברגלס",,036409908
