unit,inner_phone,category,name,outer_phone,fax
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409737,יחידות אקדמיות,החוג ללימודי עבודה,,036407300
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409574,יחידות אקדמיות,החוג למדע המדינה,,036409515
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409734,יחידות אקדמיות,החוג לסוציולוגיה ואנתרופולוגיה,,036409215
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409693,יחידות אקדמיות,החוג לפסיכולוגיה,,036409547
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036407827,יחידות אקדמיות,החוג לתקשורת,,036406032
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409705,יחידות אקדמיות,החוג למדיניות ציבורית,,036407382
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036406185,יחידות אקדמיות,התכנית בלימודי דיפלומטיה,,036409515
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036406185,יחידות אקדמיות,התכנית ללימודי ביטחון,,036409515
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036406817,יחידות אקדמיות,"ביה""ס לממשל ולמדיניות ע""ש הרולד הרטוך",,036406307
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036405995,יחידות אקדמיות,"התכנית ליישוב סכסוכים וגישור ע""ש אוונס",,036407223
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036405995,יחידות אקדמיות,המרכז האוניברסיטאי לגישור ,,036407223
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036406759,יחידות אקדמיות,התכנית הבילנאומית ליישוב סכסוכים,,036407223
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036405889,יחידות אקדמיות,התכנית למדיניות ציבורית למנהלים,,036405890
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409268,יחידות אקדמיות,התכנית לדיפלומטיה וביטחון לבכירים,,036409515
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409542,יחידות אקדמיות,התכנית למנהיגות ציבורית ופוליטית לבכירים,,036409515
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036407170,יחידות אקדמיות,התכנית לתקשורת פוליטית למנהלים,,036409515
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409378,יחידות אקדמיות,התכנית למנהלי משאבי אנוש,,036406865
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409606,יחידות אקדמיות,מזכירות בחינות,,036407929
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036407593,יחידות אקדמיות,מזכירת ועדת המינויים היחידתית,,036409518
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409529,יחידות אקדמיות,מזכירות כח אדם,,036409518
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409521,יחידות אקדמיות,מזכירות סטודנטים,,036406950
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036407548,יחידות אקדמיות,מזכירת ועדת ההוראה,,036409650
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036405324,יחידות אקדמיות,מזכירת תלמידי מחקר,,036409518
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409605,יחידות אקדמיות,מזכירות מנהל ומשק,,036409518
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036407774,יחידות אקדמיות,עורכת ידיעון ותאום חדרים,,036406522
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409735,יחידות אקדמיות,מרכז הדפסות,,036409518
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036407558,יחידות אקדמיות,חדר צילום ושיכפול,,036409518
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409349,יחידות אקדמיות,מתאמת מערכות מידע,,036409518
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036407774,יחידות אקדמיות,"המכון לחקר החברה והכלכלה ע""ש דוד הורוביץ",,036406950
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409549,יחידות אקדמיות,המכון למחקר חברתי,,036409215
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036408963,יחידות אקדמיות,מכון ב. י.  ולוסיל כהן לחקר דעת קהל,,036409215
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409544,יחידות אקדמיות,מכון הרצג לחקר הזיקנה,,036407339
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409255,יחידות אקדמיות,"מכון ע""ש  סאקלר ללימודי כלכלה",,036409908
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409255,יחידות אקדמיות,"מכון ע""ש ד""ר ישעיהו פורדר למחקר כלכלי",,036409908
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036406560,יחידות אקדמיות,מכון אוניברסיטאי לדיפלומטיה ושיתוף פעולה אזורי,,036406558
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409712,יחידות אקדמיות,"מרכז לפיתוח ע""ש פנחס ספיר",6419924,6428074
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036407193,יחידות אקדמיות,"סדנת ת""א למדע , טכנולוגיה וביטחון",,036407198
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036406762,יחידות אקדמיות,מרכז תמי שטיינמץ למחקרי שלום,6424298,036407489
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036406519,יחידות אקדמיות,"מכון חיים הרצוג לחקר תקשורת , פוליטיקה וחברה",,036406545
"הפקולטה למדעי החברה ע""ש גרשון גורדון",036409498,יחידות אקדמיות,"ביה""ס לעיתונאות כותרת",,036406545
"בית הספר לעבודה סוציאלית ע""ש בוב שאפל",036409573,יחידות אקדמיות,לשכת ראש בית הספר,,036409182
"בית הספר לעבודה סוציאלית ע""ש בוב שאפל",036409130,יחידות אקדמיות,רכזת מינהלית,,036409182
"בית הספר לעבודה סוציאלית ע""ש בוב שאפל",036409130,יחידות אקדמיות,מזכירות מינהלת בית הספר,,036409182
"בית הספר לעבודה סוציאלית ע""ש בוב שאפל",036406928,יחידות אקדמיות,"מזכירות מורים וכ""א",,036409182
"בית הספר לעבודה סוציאלית ע""ש בוב שאפל",036409410,יחידות אקדמיות,מזכירות תלמידים,,036406882
"בית הספר לעבודה סוציאלית ע""ש בוב שאפל",036409554,יחידות אקדמיות,מזכירות תארים מתקדמים,,036406882
"בית הספר לעבודה סוציאלית ע""ש בוב שאפל",036409192,יחידות אקדמיות,מזכירות קבלה,,036406882
"בית הספר לעבודה סוציאלית ע""ש בוב שאפל",036406927,יחידות אקדמיות,תקציבנית,,036409182
"בית הספר לעבודה סוציאלית ע""ש בוב שאפל",036407323,יחידות אקדמיות,מתאמת מערכות מידע,,036409182
"בית הספר לעבודה סוציאלית ע""ש בוב שאפל",036409127,יחידות אקדמיות,היחידה להוראת השדה,,036409182
"בית הספר לעבודה סוציאלית ע""ש בוב שאפל",036409355,יחידות אקדמיות,היחידה ללימודי המשך והשתלמויות,036409135,036406902
"בית הספר לעבודה סוציאלית ע""ש בוב שאפל",036408255,יחידות אקדמיות,המעבדה הלימודית,,036409182
"בית הספר לעבודה סוציאלית ע""ש בוב שאפל",036409183,יחידות אקדמיות,חדר עיון בית הספר,,036409182
"בית הספר לעבודה סוציאלית ע""ש בוב שאפל",036409550,יחידות אקדמיות,מרכז אדלר לחקר רווחת הילד ושלומו,,036409182
"בית הספר לעבודה סוציאלית ע""ש בוב שאפל",,יחידות אקדמיות,מרכז בינתחומי לחקר  מדיניות וטיפול בילדים ובנוער,,
"בית הספר לעבודה סוציאלית ע""ש בוב שאפל",036409129,יחידות אקדמיות,מנהל הבית,,036409182
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036408720,יחידות אקדמיות,לשכת דקאן,6415282,036409983
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036406012,יחידות אקדמיות,ראש מנהל הפקולטה,,036407144
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036409569,יחידות אקדמיות,עוזרת ראש מנהל הפקולטה לעניני תלמידים,,036409566
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036408975,יחידות אקדמיות,עוזר ראש מנהל הפקולטה לעניני מנהל וכספים,,036409566
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036408744,יחידות אקדמיות,החוג לחשבונאות -תואר ראשון,,036407738
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036406338,יחידות אקדמיות,החוג לניהול - תואר ראשון,,036407851
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036408521,יחידות אקדמיות,"מזכירות סטודנטים מב""ע",,036407852
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036409564,יחידות אקדמיות,"מזכירות סטודנטים מלמ""ן ותואר שלישי",,036407852
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036406333,יחידות אקדמיות,מזכירות קבלה ופטורים,,036408518
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036408496,יחידות אקדמיות,צוות אב הבית,,036407773
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036407557,יחידות אקדמיות,מזכירת משק,,036409560
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036407388,יחידות אקדמיות,מעבדת מחשבים,,036406026
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036406331,יחידות אקדמיות,אחראית אינטרנט,,036406026
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036408072,יחידות אקדמיות,מרכז שכפול,,
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036408962,יחידות אקדמיות,עריכת ידיעון ותאום חדרים והוראה,,036409560
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036407448,יחידות אקדמיות,מנהלת קשרים בינלאומיים ופיתוח,,036406328
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036409568,יחידות אקדמיות,מזכירת מורים וועדת מינויים,,036409983
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036408493,יחידות אקדמיות,ארגון בוגרי הפקולטה,,036406328
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036408513,יחידות אקדמיות,תכנית התנהגות ארגונית  ותכנית אסטרטגיה ויזמות,,036407739
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036408707,יחידות אקדמיות,תכנית ניהול טכנולוגיה ומערכות מידע,,036407741
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036407216,יחידות אקדמיות,GLOBAL BUSINESS STUDIES ׂ( G.B.Sׁ),,6417059
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036406313,יחידות אקדמיות,"תכנית מב""ע למנהלים",,036407803
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036406312,יחידות אקדמיות,תכנית קלוג-רקנאטי,,036407803
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036408863,יחידות אקדמיות,"תכנית מב""ע עם התמחות בניהול פיננסי",,036409571
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036406293,יחידות אקדמיות,"תכנית מב""ע למהנדסים",,036407852
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036408069,יחידות אקדמיות,התכנית לחילופי סטודנטים,,036407852
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036408862,יחידות אקדמיות,"המרכז לניהול מערכות בריאות ע""ש קובנס",,036407741
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036408264,יחידות אקדמיות,"המכון  למחקר עסקים בישראל  ע""ש  הנרי קראון",,6425330
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036408025,יחידות אקדמיות,"המכון למערכות מידע ניהוליות ע""ש מרסל ואני אדמס",,036407741
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036408194,יחידות אקדמיות,מכון יוסף קסירר למחקר בחשבונאות,,036408216
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036407775,יחידות אקדמיות,"לה""ב לימודי הכשרה בניהול",,6436189
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036408027,יחידות אקדמיות,המכון לחקר האינטרנט,,
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036408082,יחידות אקדמיות,המכון לטכנולוגיה וחברה,,036407084
"הפקולטה לניהול - בי""ס למוסמכים במנהל עסקים ע""ש ליאון רקנאטי",036406299,יחידות אקדמיות,"מכון חיים כצמן גזית גלוב לנדל""ן",,036407741
"הפקולטה למשפטים ע""ש בוכמן",036408652,יחידות אקדמיות,לשכת הדקאן,6415492,036407260
"הפקולטה למשפטים ע""ש בוכמן",036408798,יחידות אקדמיות,לשכת סגן דקאן,,036407260
"הפקולטה למשפטים ע""ש בוכמן",036407257,יחידות אקדמיות,ראש מנהל הפקולטה,6415279,036407259
"הפקולטה למשפטים ע""ש בוכמן",036407257,יחידות אקדמיות,עוזר ראש מנהל לכספים וכח אדם,6415279,036407259
"הפקולטה למשפטים ע""ש בוכמן",036409897,יחידות אקדמיות,עוזר ראש מנהל לסטודנטים,,036407013
"הפקולטה למשפטים ע""ש בוכמן",036408350,יחידות אקדמיות,מזכירות סטודנטים,,036407013
"הפקולטה למשפטים ע""ש בוכמן",036406482,יחידות אקדמיות,מזכירות תואר שני עיוני,,036406427
"הפקולטה למשפטים ע""ש בוכמן",036406571,יחידות אקדמיות,מרכז צבי מיתר ללימודי משפט מתקדמים,,036406427
"הפקולטה למשפטים ע""ש בוכמן",036406482,יחידות אקדמיות,מזכירות תואר שני מחקרי,,036406427
"הפקולטה למשפטים ע""ש בוכמן",036406151,יחידות אקדמיות,מזכירות קבלה,,036407013
"הפקולטה למשפטים ע""ש בוכמן",036407248,יחידות אקדמיות,ראש צוות מחשוב,,036406724
"הפקולטה למשפטים ע""ש בוכמן",036408358,יחידות אקדמיות,"מזכירות אחה""צ",,036407429
"הפקולטה למשפטים ע""ש בוכמן",036408717,יחידות אקדמיות,"המכון להשתלמות עו""ד",,036409150
"הפקולטה למשפטים ע""ש בוכמן",036408018,יחידות אקדמיות,"מרכז-על  ע""ש צגלה למחקר בינתחומי  של המשפט",,036405849
"הפקולטה למשפטים ע""ש בוכמן",036408341,יחידות אקדמיות,מזכירות הקליניקות המשפטיות,,036407422
"הפקולטה למשפטים ע""ש בוכמן",036407430,יחידות אקדמיות,מרכז מינרבה לזכויות האדם ומזכירות בטאונים,,036405073
"הפקולטה למשפטים ע""ש בוכמן",036409688,יחידות אקדמיות,יחידת ההשמה הפקולטטית,,
"הפקולטה למשפטים ע""ש בוכמן",036408852,יחידות אקדמיות,"מזכירת מחקר , סגל וחילופי סטודנטים",,
"הפקולטה למשפטים ע""ש בוכמן",036406829,יחידות אקדמיות,תכנית תל אביב ברקלי ,,6414376
"הפקולטה למשפטים ע""ש בוכמן",036405204,יחידות אקדמיות,תכנית תל אביב - נורתווסטרן,,036408366
"ספריה למדעי היהדות ע""ש מהלמן",036409048,ספריות,"ספריה למדעי היהדות ע""ש מהלמן",,036407287
ספריית בית הספר לחינוך,036408462,ספריות,ספריית בית הספר לחינוך,,036406509
ספריית בית הספר לחינוך,036406937,ספריות,מנהלת הספריה,,
ספריית החוג לגיאוגרפיה וסביבת האדם,036409044,ספריות,ספרית גיאוגרפיה,6409044,
ספרית ארכיאולוגיה,036409023,ספריות,ספרית ארכיאולוגיה,,036407237
"הספריה למדעי החיים ולרפואה ע""ש גיטר-סמולרש",,ספריות,"הספריה למדעי החיים ולרפואה ע""ש גיטר-סמולרש",,
"הספריה למדעי החיים ולרפואה ע""ש גיטר-סמולרש",036409753,ספריות,"הנהלת הספריה  , מזכירות והנה""ח",6412658,036409375
"הספריה למדעי החיים ולרפואה ע""ש גיטר-סמולרש",036407975,ספריות,"מחלקת שרותי קוראים , הדרכה ויעוץ",,
"הספריה למדעי החיים ולרפואה ע""ש גיטר-סמולרש",036409195,ספריות,"מחלקת שרותי קוראים  , השאלה",,
"הספריה למדעי החיים ולרפואה ע""ש גיטר-סמולרש",036409752,ספריות,מדור להשאלה בינספריתית ובינלאומית,,036407592
"הספריה למדעי החיים ולרפואה ע""ש גיטר-סמולרש",036409196,ספריות,מדור רכש ספרים וכתבי עת,,
"הספריה למדעי החיים ולרפואה ע""ש גיטר-סמולרש",036407858,ספריות,מדור קטלוג ומיון,,
"הספריה למדעי החיים ולרפואה ע""ש גיטר-סמולרש",036409374,ספריות,מדור דליית מידע ממוחשב,,
"הספריה למדעי החיים ולרפואה ע""ש גיטר-סמולרש",036409197,ספריות,מדור תיאום מערכות ממוחשבות,,
"הספריה למדעים מדוייקים ולהנדסה ע""ש ניימן",,ספריות,"הספריה למדעים מדוייקים ולהנדסה ע""ש ניימן",,
"הספריה למדעים מדוייקים ולהנדסה ע""ש ניימן",036408210,ספריות,"הנהלת הספריה , מזכירות",,036408807
"הספריה למדעים מדוייקים ולהנדסה ע""ש ניימן",036408210,ספריות,הנהלת חשבונות,,
"הספריה למדעים מדוייקים ולהנדסה ע""ש ניימן",036408145,ספריות,מדור השאלה,,
"הספריה למדעים מדוייקים ולהנדסה ע""ש ניימן",036408049,ספריות,מדור רכש (כתבי עת),,
"הספריה למדעים מדוייקים ולהנדסה ע""ש ניימן",036408866,ספריות,מדור רכש (ספרים),,
"הספריה למדעים מדוייקים ולהנדסה ע""ש ניימן",036406207,ספריות,מדור קטלוג,,
"הספריה למדעים מדוייקים ולהנדסה ע""ש ניימן",036409270,ספריות,מדור מיון,,
"הספריה למדעים מדוייקים ולהנדסה ע""ש ניימן",036408160,ספריות,מדור הדרכה ויעץ,,
"הספריה למדעים מדוייקים ולהנדסה ע""ש ניימן",036409269,ספריות,השאלה בין ספריתית,,6414389
"הספריה למדעים מדוייקים ולהנדסה ע""ש ניימן",036406040,ספריות,מידע ממוחשב/שרותי  אינטרנט,,
"הספריה למדעים מדוייקים ולהנדסה ע""ש ניימן",036406227,ספריות,מתאם מערכות מידע,,
"הספריה למדעים מדוייקים ולהנדסה ע""ש ניימן",036405796,ספריות,"מתאם מערכת ""אלף""",,
"הספריה המוזיקלית ע""ש מרק ל. גרינשטיין",036408716,ספריות,"הספריה המוזיקלית ע""ש מרק ל. גרינשטיין",,
"ספרית ביה""ס  לאדריכלות",036405535,ספריות,"ספרית ביה""ס  לאדריכלות",,
"הספריה המרכזית ע""ש אליאס סוראסקי",036406891,ספריות,מזכירות הספרייה המרכזית,,036407833
"הספריה המרכזית ע""ש אליאס סוראסקי",036406891,ספריות,מנהלת הספריה,,036407833
"הספריה המרכזית ע""ש אליאס סוראסקי",036408662,ספריות,מדור השאלה,,036409598
"הספריה המרכזית ע""ש אליאס סוראסקי",036409570,ספריות,מדור ספריה לימודית (השאלה מוגבלת),,
"הספריה המרכזית ע""ש אליאס סוראסקי",036408746,ספריות,השאלה בינספרייתית,,
"הספריה המרכזית ע""ש אליאס סוראסקי",036408081,ספריות,מדור מחלקת מיון,,
"הספריה המרכזית ע""ש אליאס סוראסקי",036408265,ספריות,מדור מחלקת קיטלוג לועזי,,
"הספריה המרכזית ע""ש אליאס סוראסקי",036408447,ספריות,מדור רכש ספרים,,036405318
"הספריה המרכזית ע""ש אליאס סוראסקי",036408448,ספריות,מדור כתבי עת,,036405318
"הספריה המרכזית ע""ש אליאס סוראסקי",036408423,ספריות,מחלקת ייעוץ והדרכה,,
"הספריה המרכזית ע""ש אליאס סוראסקי",036408449,ספריות,מדור אולם קריאה - קומה א',,
"הספריה המרכזית ע""ש אליאס סוראסקי",036408747,ספריות,מדור אולם קריאה - קומה ב',,
"הספריה המרכזית ע""ש אליאס סוראסקי",036408451,ספריות,אולם קריאה לכתבי עת ומיקרופילם,,
"הספריה המרכזית ע""ש אליאס סוראסקי",036408884,ספריות,הנהלת חשבונות,,
"הספריה המרכזית ע""ש אליאס סוראסקי",036406745,ספריות,ספריית וינר,,
"הספריה המרכזית ע""ש אליאס סוראסקי",036407045,ספריות,"מתאם מערכת ""אלף"" ומתאם מערכות מיחשוב",,
"הספריה המרכזית ע""ש אליאס סוראסקי",036408444,ספריות,משרד אב הבית,,
"הספריה המרכזית ע""ש אליאס סוראסקי",036405125,ספריות,ראש מדור השאלה וספרייה לימודית,,
"הספריה המרכזית ע""ש אליאס סוראסקי",036408750,ספריות,מדור דליית מידע ואינטרנט,,
"הספריה למשפטים ע""ש דוד י. לייט",036408356,ספריות,"הספריה למשפטים ע""ש דוד י. לייט",,
"הספריה למשפטים ע""ש דוד י. לייט",036408019,ספריות,הנהלת הספריה,,036407093
"הספריה למשפטים ע""ש דוד י. לייט",036406175,ספריות,מזכירות הספריה,,
"הספריה למשפטים ע""ש דוד י. לייט",036408356,ספריות,מדור שרותי קוראים,,036406232
"הספריה למשפטים ע""ש דוד י. לייט",036406169,ספריות,השאלה בינספריתית,,
"הספריה למשפטים ע""ש דוד י. לייט",036406176,ספריות,מדור רכש ספרים,,
"הספריה למשפטים ע""ש דוד י. לייט",036409577,ספריות,מדור כתבי עת,,
"הספריה למשפטים ע""ש דוד י. לייט",036407946,ספריות,מדור מיון וקטלוג,,
"הספריה למשפטים ע""ש דוד י. לייט",036406173,ספריות,מנהל חשבונות,,
"הספריה למשפטים ע""ש דוד י. לייט",036406166,ספריות,מתאם מערכות מחשבים אישיים,,
"הספריה למשפטים ע""ש דוד י. לייט",036407946,ספריות,מתאם מערכות אלף,,
"הספריה למשפטים ע""ש דוד י. לייט",036408356,ספריות,"הספריה למשפטים ע""ש דוד י. לייט",,
"הספריה למשפטים ע""ש דוד י. לייט",036406176,ספריות,מדור רכש ספרים,,
"הספריה למשפטים ע""ש דוד י. לייט",036406169,ספריות,השאלה בינספריתית,,
"הספריה למשפטים ע""ש דוד י. לייט",036408356,ספריות,מדור שרותי קוראים,,036406232
"הספריה למשפטים ע""ש דוד י. לייט",036407946,ספריות,מדור מיון וקטלוג,,
"הספריה למשפטים ע""ש דוד י. לייט",036409577,ספריות,מדור כתבי עת,,
"הספריה למשפטים ע""ש דוד י. לייט",036408019,ספריות,הנהלת הספריה,,036407093
"הספריה למשפטים ע""ש דוד י. לייט",036406173,ספריות,מנהל חשבונות,,
"הספריה למשפטים ע""ש דוד י. לייט",036406166,ספריות,מתאם מערכות מחשבים אישיים,,
"הספריה למשפטים ע""ש דוד י. לייט",036407946,ספריות,מתאם מערכות אלף,,
"הספריה למשפטים ע""ש דוד י. לייט",036406175,ספריות,מזכירות הספריה,,
"הספריה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",036409361,ספריות,הנהלה ומזכירות,,036407840
"הספריה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",036405516,ספריות,הנהלת חשבונות,,
"הספריה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",036409085,ספריות,מדור השאלה ואולם ספרים שמורים,6416092,
"הספריה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",036407066,ספריות,השאלה בינספריתית,,
"הספריה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",036407984,ספריות,מדור יעץ ומיון ודליית מידע,,
"הספריה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",036408497,ספריות,אולם קריאה מרכזי,,
"הספריה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",036407063,ספריות,מנהל המחלקה לשרותים טכניים ותאום מערכות,,
"הספריה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",036407064,ספריות,מדור קיטלוג,,036409527
"הספריה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",036409864,ספריות,מדור רכש,,036409527
"הספריה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",036409227,ספריות,מדור כתבי עת,,036409527
"הספריה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",036407065,ספריות,אור קולי,,
"הספריה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",036407757,ספריות,אולם פרנקפורט - אוסף הקהילה הארופית,,
"הספריה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",036409525,ספריות,מנהל הבית,,
"הספריה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",036407067,ספריות,מתאמת מיחשוב,666,
"ספריית ביה""ס לעבודה סוציאלית ע""ש בוב שאפל",036409183,ספריות,"ספריית ביה""ס לעבודה סוציאלית ע""ש בוב שאפל",,
